run,temperature,top_p,case_id,expected,prediction,correct,latency,output_tokens
2,0.0,0.9,4,HR,Finance,False,7.896566800016444,579
2,0.0,0.9,5,Finance,Finance,True,7.896566800016444,579
2,0.0,0.9,6,Technical,Technical,True,7.896566800016444,579
2,0.0,0.9,7,HR,HR,True,7.896566800016444,579
2,0.0,0.9,8,Finance,Finance,True,7.896566800016444,579
2,0.0,0.9,9,Technical,Technical,True,7.896566800016444,579
2,0.0,0.9,10,HR,HR,True,7.896566800016444,579
3,0.0,0.9,1,HR,HR,True,12.24278349999804,1027
3,0.0,0.9,2,Finance,Finance,True,12.24278349999804,1027
3,0.0,0.9,3,Technical,Technical,True,12.24278349999804,1027
3,0.0,0.9,4,HR,Finance,False,12.24278349999804,1027
3,0.0,0.9,5,Finance,Finance,True,12.24278349999804,1027
3,0.0,0.9,6,Technical,Technical,True,12.24278349999804,1027
3,0.0,0.9,7,HR,HR,True,12.24278349999804,1027
3,0.0,0.9,8,Finance,Finance,True,12.24278349999804,1027
3,0.0,0.9,9,Technical,Technical,True,12.24278349999804,1027
3,0.0,0.9,10,HR,HR,True,12.24278349999804,1027
4,0.0,0.9,1,HR,HR,True,9.737696600030176,757
4,0.0,0.9,2,Finance,Finance,True,9.737696600030176,757
4,0.0,0.9,3,Technical,Technical,True,9.737696600030176,757
4,0.0,0.9,4,HR,Finance,False,9.737696600030176,757
4,0.0,0.9,5,Finance,Finance,True,9.737696600030176,757
4,0.0,0.9,6,Technical,Technical,True,9.737696600030176,757
4,0.0,0.9,7,HR,HR,True,9.737696600030176,757
4,0.0,0.9,8,Finance,Finance,True,9.737696600030176,757
4,0.0,0.9,9,Technical,Technical,True,9.737696600030176,757
4,0.0,0.9,10,HR,HR,True,9.737696600030176,757
5,0.0,0.9,1,HR,Technical,False,9.929427900002338,795
5,0.0,0.9,2,Finance,Finance,True,9.929427900002338,795
5,0.0,0.9,3,Technical,Technical,True,9.929427900002338,795
5,0.0,0.9,4,HR,Finance,False,9.929427900002338,795
5,0.0,0.9,5,Finance,Technical,False,9.929427900002338,795
5,0.0,0.9,6,Technical,Technical,True,9.929427900002338,795
5,0.0,0.9,7,HR,HR,True,9.929427900002338,795
5,0.0,0.9,8,Finance,Finance,True,9.929427900002338,795
5,0.0,0.9,9,Technical,Technical,True,9.929427900002338,795
5,0.0,0.9,10,HR,HR,True,9.929427900002338,795
1,0.0,1.0,1,HR,HR,True,8.478462299972307,640
1,0.0,1.0,2,Finance,Finance,True,8.478462299972307,640
1,0.0,1.0,3,Technical,Technical,True,8.478462299972307,640
1,0.0,1.0,4,HR,Finance,False,8.478462299972307,640
1,0.0,1.0,5,Finance,Technical,False,8.478462299972307,640
1,0.0,1.0,6,Technical,Technical,True,8.478462299972307,640
1,0.0,1.0,7,HR,HR,True,8.478462299972307,640
1,0.0,1.0,8,Finance,Finance,True,8.478462299972307,640
1,0.0,1.0,9,Technical,Technical,True,8.478462299972307,640
1,0.0,1.0,10,HR,HR,True,8.478462299972307,640
2,0.0,1.0,1,HR,HR,True,7.212398699950427,517
2,0.0,1.0,2,Finance,Finance,True,7.212398699950427,517
2,0.0,1.0,3,Technical,Technical,True,7.212398699950427,517
2,0.0,1.0,4,HR,Finance,False,7.212398699950427,517
2,0.0,1.0,5,Finance,Technical,False,7.212398699950427,517
2,0.0,1.0,6,Technical,Technical,True,7.212398699950427,517
2,0.0,1.0,7,HR,HR,True,7.212398699950427,517
2,0.0,1.0,8,Finance,Finance,True,7.212398699950427,517
2,0.0,1.0,9,Technical,Technical,True,7.212398699950427,517
2,0.0,1.0,10,HR,HR,True,7.212398699950427,517
3,0.0,1.0,1,HR,HR,True,11.720864999981131,975
3,0.0,1.0,2,Finance,Finance,True,11.720864999981131,975
3,0.0,1.0,3,Technical,Technical,True,11.720864999981131,975
3,0.0,1.0,4,HR,Finance,False,11.720864999981131,975
3,0.0,1.0,5,Finance,Finance,True,11.720864999981131,975
3,0.0,1.0,6,Technical,Technical,True,11.720864999981131,975
3,0.0,1.0,7,HR,HR,True,11.720864999981131,975
3,0.0,1.0,8,Finance,Finance,True,11.720864999981131,975
3,0.0,1.0,9,Technical,Technical,True,11.720864999981131,975
3,0.0,1.0,10,HR,HR,True,11.720864999981131,975
4,0.0,1.0,1,HR,Technical,False,12.331585099978838,1025
4,0.0,1.0,2,Finance,Finance,True,12.331585099978838,1025
4,0.0,1.0,3,Technical,Technical,True,12.331585099978838,1025
4,0.0,1.0,4,HR,Finance,False,12.331585099978838,1025
4,0.0,1.0,5,Finance,Finance,True,12.331585099978838,1025
4,0.0,1.0,6,Technical,Technical,True,12.331585099978838,1025
4,0.0,1.0,7,HR,HR,True,12.331585099978838,1025
4,0.0,1.0,8,Finance,Finance,True,12.331585099978838,1025
4,0.0,1.0,9,Technical,Technical,True,12.331585099978838,1025
4,0.0,1.0,10,HR,HR,True,12.331585099978838,1025
5,0.0,1.0,1,HR,HR,True,10.275036199949682,817
5,0.0,1.0,2,Finance,Finance,True,10.275036199949682,817
5,0.0,1.0,3,Technical,Technical,True,10.275036199949682,817
5,0.0,1.0,4,HR,Finance,False,10.275036199949682,817
5,0.0,1.0,5,Finance,Finance,True,10.275036199949682,817
5,0.0,1.0,6,Technical,Technical,True,10.275036199949682,817
5,0.0,1.0,7,HR,HR,True,10.275036199949682,817
5,0.0,1.0,8,Finance,Finance,True,10.275036199949682,817
5,0.0,1.0,9,Technical,Technical,True,10.275036199949682,817
5,0.0,1.0,10,HR,HR,True,10.275036199949682,817
1,0.3,0.5,1,HR,HR,True,8.777722700033337,671
1,0.3,0.5,2,Finance,Finance,True,8.777722700033337,671
1,0.3,0.5,3,Technical,Technical,True,8.777722700033337,671
1,0.3,0.5,4,HR,Finance,False,8.777722700033337,671
1,0.3,0.5,5,Finance,Finance,True,8.777722700033337,671
1,0.3,0.5,6,Technical,Technical,True,8.777722700033337,671
1,0.3,0.5,7,HR,HR,True,8.777722700033337,671
1,0.3,0.5,8,Finance,Finance,True,8.777722700033337,671
1,0.3,0.5,9,Technical,Technical,True,8.777722700033337,671
1,0.3,0.5,10,HR,HR,True,8.777722700033337,671
2,0.3,0.5,1,HR,Technical,False,8.822457899979781,669
2,0.3,0.5,2,Finance,Finance,True,8.822457899979781,669
2,0.3,0.5,3,Technical,Technical,True,8.822457899979781,669
2,0.3,0.5,4,HR,Finance,False,8.822457899979781,669
2,0.3,0.5,5,Finance,Finance,True,8.822457899979781,669
2,0.3,0.5,6,Technical,Technical,True,8.822457899979781,669
2,0.3,0.5,7,HR,HR,True,8.822457899979781,669
2,0.3,0.5,8,Finance,Finance,True,8.822457899979781,669
2,0.3,0.5,9,Technical,Technical,True,8.822457899979781,669
2,0.3,0.5,10,HR,HR,True,8.822457899979781,669
3,0.3,0.5,1,HR,Technical,False,12.716191500017885,1066
3,0.3,0.5,2,Finance,Finance,True,12.716191500017885,1066
3,0.3,0.5,3,Technical,Technical,True,12.716191500017885,1066
3,0.3,0.5,4,HR,Finance,False,12.716191500017885,1066
3,0.3,0.5,5,Finance,Finance,True,12.716191500017885,1066
3,0.3,0.5,6,Technical,Technical,True,12.716191500017885,1066
3,0.3,0.5,7,HR,HR,True,12.716191500017885,1066
3,0.3,0.5,8,Finance,Finance,True,12.716191500017885,1066
3,0.3,0.5,9,Technical,Technical,True,12.716191500017885,1066
3,0.3,0.5,10,HR,HR,True,12.716191500017885,1066
4,0.3,0.5,1,HR,Technical,False,10.818248600000516,866
4,0.3,0.5,2,Finance,Finance,True,10.818248600000516,866
4,0.3,0.5,3,Technical,Technical,True,10.818248600000516,866
4,0.3,0.5,4,HR,Finance,False,10.818248600000516,866
4,0.3,0.5,5,Finance,Finance,True,10.818248600000516,866
4,0.3,0.5,6,Technical,Technical,True,10.818248600000516,866
4,0.3,0.5,7,HR,HR,True,10.818248600000516,866
4,0.3,0.5,8,Finance,Finance,True,10.818248600000516,866
4,0.3,0.5,9,Technical,Technical,True,10.818248600000516,866
4,0.3,0.5,10,HR,HR,True,10.818248600000516,866
5,0.3,0.5,1,HR,Technical,False,7.851763000013307,573
5,0.3,0.5,2,Finance,Finance,True,7.851763000013307,573
5,0.3,0.5,3,Technical,Technical,True,7.851763000013307,573
5,0.3,0.5,4,HR,Finance,False,7.851763000013307,573
5,0.3,0.5,5,Finance,Finance,True,7.851763000013307,573
5,0.3,0.5,6,Technical,Technical,True,7.851763000013307,573
5,0.3,0.5,7,HR,HR,True,7.851763000013307,573
5,0.3,0.5,8,Finance,Finance,True,7.851763000013307,573
5,0.3,0.5,9,Technical,Technical,True,7.851763000013307,573
5,0.3,0.5,10,HR,HR,True,7.851763000013307,573
1,0.3,0.9,1,HR,Technical,False,9.267984299978707,715
1,0.3,0.9,2,Finance,Finance,True,9.267984299978707,715
1,0.3,0.9,3,Technical,Technical,True,9.267984299978707,715
1,0.3,0.9,4,HR,Finance,False,9.267984299978707,715
1,0.3,0.9,5,Finance,Finance,True,9.267984299978707,715
1,0.3,0.9,6,Technical,Technical,True,9.267984299978707,715
1,0.3,0.9,7,HR,HR,True,9.267984299978707,715
1,0.3,0.9,8,Finance,Finance,True,9.267984299978707,715
1,0.3,0.9,9,Technical,Technical,True,9.267984299978707,715
1,0.3,0.9,10,HR,HR,True,9.267984299978707,715
2,0.3,0.9,1,HR,Technical,False,13.617161800037138,1140
2,0.3,0.9,2,Finance,Finance,True,13.617161800037138,1140
2,0.3,0.9,3,Technical,Technical,True,13.617161800037138,1140
2,0.3,0.9,4,HR,Finance,False,13.617161800037138,1140
2,0.3,0.9,5,Finance,Finance,True,13.617161800037138,1140
2,0.3,0.9,6,Technical,Technical,True,13.617161800037138,1140
2,0.3,0.9,7,HR,HR,True,13.617161800037138,1140
2,0.3,0.9,8,Finance,Finance,True,13.617161800037138,1140
2,0.3,0.9,9,Technical,Technical,True,13.617161800037138,1140
2,0.3,0.9,10,HR,HR,True,13.617161800037138,1140
3,0.3,0.9,1,HR,Technical,False,15.06654069997603,1258
3,0.3,0.9,2,Finance,Finance,True,15.06654069997603,1258
3,0.3,0.9,3,Technical,Technical,True,15.06654069997603,1258
3,0.3,0.9,4,HR,Finance,False,15.06654069997603,1258
3,0.3,0.9,5,Finance,Finance,True,15.06654069997603,1258
3,0.3,0.9,6,Technical,Technical,True,15.06654069997603,1258
3,0.3,0.9,7,HR,HR,True,15.06654069997603,1258
3,0.3,0.9,8,Finance,Finance,True,15.06654069997603,1258
3,0.3,0.9,9,Technical,Technical,True,15.06654069997603,1258
3,0.3,0.9,10,HR,HR,True,15.06654069997603,1258
4,0.3,0.9,1,HR,Technical,False,10.863977600005455,863
4,0.3,0.9,2,Finance,Finance,True,10.863977600005455,863
4,0.3,0.9,3,Technical,Technical,True,10.863977600005455,863
4,0.3,0.9,4,HR,Finance,False,10.863977600005455,863
4,0.3,0.9,5,Finance,Finance,True,10.863977600005455,863
4,0.3,0.9,6,Technical,Technical,True,10.863977600005455,863
4,0.3,0.9,7,HR,HR,True,10.863977600005455,863
4,0.3,0.9,8,Finance,Finance,True,10.863977600005455,863
4,0.3,0.9,9,Technical,Technical,True,10.863977600005455,863
4,0.3,0.9,10,HR,HR,True,10.863977600005455,863
5,0.3,0.9,1,HR,Technical,False,9.139413400029298,689
5,0.3,0.9,2,Finance,Finance,True,9.139413400029298,689
5,0.3,0.9,3,Technical,Technical,True,9.139413400029298,689
5,0.3,0.9,4,HR,Finance,False,9.139413400029298,689
5,0.3,0.9,5,Finance,Finance,True,9.139413400029298,689
5,0.3,0.9,6,Technical,Technical,True,9.139413400029298,689
5,0.3,0.9,7,HR,HR,True,9.139413400029298,689
5,0.3,0.9,8,Finance,Finance,True,9.139413400029298,689
5,0.3,0.9,9,Technical,Technical,True,9.139413400029298,689
5,0.3,0.9,10,HR,HR,True,9.139413400029298,689
1,0.3,1.0,1,HR,Technical,False,9.713493999966886,753
1,0.3,1.0,2,Finance,Finance,True,9.713493999966886,753
1,0.3,1.0,3,Technical,Technical,True,9.713493999966886,753
1,0.3,1.0,4,HR,Finance,False,9.713493999966886,753
1,0.3,1.0,5,Finance,Finance,True,9.713493999966886,753
1,0.3,1.0,6,Technical,Technical,True,9.713493999966886,753
1,0.3,1.0,7,HR,HR,True,9.713493999966886,753
1,0.3,1.0,8,Finance,Finance,True,9.713493999966886,753
1,0.3,1.0,9,Technical,Technical,True,9.713493999966886,753
1,0.3,1.0,10,HR,HR,True,9.713493999966886,753
2,0.3,1.0,1,HR,Technical,False,8.395975599996746,617
2,0.3,1.0,2,Finance,Finance,True,8.395975599996746,617
2,0.3,1.0,3,Technical,Technical,True,8.395975599996746,617
2,0.3,1.0,4,HR,Finance,False,8.395975599996746,617
2,0.3,1.0,5,Finance,Finance,True,8.395975599996746,617
2,0.3,1.0,6,Technical,Technical,True,8.395975599996746,617
2,0.3,1.0,7,HR,HR,True,8.395975599996746,617
2,0.3,1.0,8,Finance,Finance,True,8.395975599996746,617
2,0.3,1.0,9,Technical,Technical,True,8.395975599996746,617
2,0.3,1.0,10,HR,HR,True,8.395975599996746,617
3,0.3,1.0,1,HR,HR,True,11.928996499977075,963
3,0.3,1.0,2,Finance,Finance,True,11.928996499977075,963
3,0.3,1.0,3,Technical,Technical,True,11.928996499977075,963
3,0.3,1.0,4,HR,Finance,False,11.928996499977075,963
3,0.3,1.0,5,Finance,Technical,False,11.928996499977075,963
3,0.3,1.0,6,Technical,Technical,True,11.928996499977075,963
3,0.3,1.0,7,HR,HR,True,11.928996499977075,963
3,0.3,1.0,8,Finance,Finance,True,11.928996499977075,963
3,0.3,1.0,9,Technical,Technical,True,11.928996499977075,963
3,0.3,1.0,10,HR,HR,True,11.928996499977075,963
4,0.3,1.0,1,HR,Technical,False,8.849193200003356,660
4,0.3,1.0,2,Finance,Finance,True,8.849193200003356,660
4,0.3,1.0,3,Technical,Technical,True,8.849193200003356,660
4,0.3,1.0,4,HR,Finance,False,8.849193200003356,660
4,0.3,1.0,5,Finance,Finance,True,8.849193200003356,660
4,0.3,1.0,6,Technical,Technical,True,8.849193200003356,660
4,0.3,1.0,7,HR,HR,True,8.849193200003356,660
4,0.3,1.0,8,Finance,Finance,True,8.849193200003356,660
4,0.3,1.0,9,Technical,Technical,True,8.849193200003356,660
4,0.3,1.0,10,HR,HR,True,8.849193200003356,660
5,0.3,1.0,1,HR,Technical,False,9.548062500020023,727
5,0.3,1.0,2,Finance,Finance,True,9.548062500020023,727
5,0.3,1.0,3,Technical,Technical,True,9.548062500020023,727
5,0.3,1.0,4,HR,Finance,False,9.548062500020023,727
5,0.3,1.0,5,Finance,Technical,False,9.548062500020023,727
5,0.3,1.0,6,Technical,Technical,True,9.548062500020023,727
5,0.3,1.0,7,HR,HR,True,9.548062500020023,727
5,0.3,1.0,8,Finance,Finance,True,9.548062500020023,727
5,0.3,1.0,9,Technical,Technical,True,9.548062500020023,727
5,0.3,1.0,10,HR,HR,True,9.548062500020023,727
1,0.7,0.5,1,HR,Technical,False,11.654431200004183,933
1,0.7,0.5,2,Finance,Finance,True,11.654431200004183,933
1,0.7,0.5,3,Technical,Technical,True,11.654431200004183,933
1,0.7,0.5,4,HR,Finance,False,11.654431200004183,933
1,0.7,0.5,5,Finance,Technical,False,11.654431200004183,933
1,0.7,0.5,6,Technical,Technical,True,11.654431200004183,933
1,0.7,0.5,7,HR,HR,True,11.654431200004183,933
1,0.7,0.5,8,Finance,Finance,True,11.654431200004183,933
1,0.7,0.5,9,Technical,Technical,True,11.654431200004183,933
1,0.7,0.5,10,HR,HR,True,11.654431200004183,933
2,0.7,0.5,1,HR,Technical,False,8.3005766000133,602
2,0.7,0.5,2,Finance,Finance,True,8.3005766000133,602
2,0.7,0.5,3,Technical,Technical,True,8.3005766000133,602
2,0.7,0.5,4,HR,Finance,False,8.3005766000133,602
2,0.7,0.5,5,Finance,Technical,False,8.3005766000133,602
2,0.7,0.5,6,Technical,Technical,True,8.3005766000133,602
2,0.7,0.5,7,HR,HR,True,8.3005766000133,602
2,0.7,0.5,8,Finance,Finance,True,8.3005766000133,602
2,0.7,0.5,9,Technical,Technical,True,8.3005766000133,602
2,0.7,0.5,10,HR,HR,True,8.3005766000133,602
3,0.7,0.5,1,HR,HR,True,8.50920250004856,634
3,0.7,0.5,2,Finance,Finance,True,8.50920250004856,634
3,0.7,0.5,3,Technical,Technical,True,8.50920250004856,634
3,0.7,0.5,4,HR,Finance,False,8.50920250004856,634
3,0.7,0.5,5,Finance,Finance,True,8.50920250004856,634
3,0.7,0.5,6,Technical,Technical,True,8.50920250004856,634
3,0.7,0.5,7,HR,HR,True,8.50920250004856,634
3,0.7,0.5,8,Finance,Finance,True,8.50920250004856,634
3,0.7,0.5,9,Technical,Technical,True,8.50920250004856,634
3,0.7,0.5,10,HR,HR,True,8.50920250004856,634
4,0.7,0.5,1,HR,HR,True,10.803076400014106,845
4,0.7,0.5,2,Finance,Finance,True,10.803076400014106,845
4,0.7,0.5,3,Technical,Technical,True,10.803076400014106,845
4,0.7,0.5,4,HR,Finance,False,10.803076400014106,845
4,0.7,0.5,5,Finance,Technical,False,10.803076400014106,845
4,0.7,0.5,6,Technical,Technical,True,10.803076400014106,845
4,0.7,0.5,7,HR,HR,True,10.803076400014106,845
4,0.7,0.5,8,Finance,Finance,True,10.803076400014106,845
4,0.7,0.5,9,Technical,Technical,True,10.803076400014106,845
4,0.7,0.5,10,HR,HR,True,10.803076400014106,845
5,0.7,0.5,1,HR,Technical,False,11.109032300009858,872
5,0.7,0.5,2,Finance,Finance,True,11.109032300009858,872
5,0.7,0.5,3,Technical,Technical,True,11.109032300009858,872
5,0.7,0.5,4,HR,Finance,False,11.109032300009858,872
5,0.7,0.5,5,Finance,Finance,True,11.109032300009858,872
5,0.7,0.5,6,Technical,Technical,True,11.109032300009858,872
5,0.7,0.5,7,HR,HR,True,11.109032300009858,872
5,0.7,0.5,8,Finance,Finance,True,11.109032300009858,872
5,0.7,0.5,9,Technical,Technical,True,11.109032300009858,872
5,0.7,0.5,10,HR,HR,True,11.109032300009858,872
1,0.7,0.9,1,HR,Technical,False,16.934131900023203,1400
1,0.7,0.9,2,Finance,Finance,True,16.934131900023203,1400
1,0.7,0.9,3,Technical,Technical,True,16.934131900023203,1400
1,0.7,0.9,4,HR,Finance,False,16.934131900023203,1400
1,0.7,0.9,5,Finance,Technical,False,16.934131900023203,1400
1,0.7,0.9,6,Technical,Technical,True,16.934131900023203,1400
1,0.7,0.9,7,HR,HR,True,16.934131900023203,1400
1,0.7,0.9,8,Finance,Finance,True,16.934131900023203,1400
1,0.7,0.9,9,Technical,Technical,True,16.934131900023203,1400
1,0.7,0.9,10,HR,HR,True,16.934131900023203,1400
2,0.7,0.9,1,HR,HR,True,11.25446909997845,884
2,0.7,0.9,2,Finance,Finance,True,11.25446909997845,884
2,0.7,0.9,3,Technical,Technical,True,11.25446909997845,884
2,0.7,0.9,4,HR,Finance,False,11.25446909997845,884
2,0.7,0.9,5,Finance,Finance,True,11.25446909997845,884
2,0.7,0.9,6,Technical,Technical,True,11.25446909997845,884
2,0.7,0.9,7,HR,HR,True,11.25446909997845,884
2,0.7,0.9,8,Finance,Finance,True,11.25446909997845,884
2,0.7,0.9,9,Technical,Technical,True,11.25446909997845,884
2,0.7,0.9,10,HR,HR,True,11.25446909997845,884
3,0.7,0.9,1,HR,HR,True,11.78027300001122,931
3,0.7,0.9,2,Finance,Finance,True,11.78027300001122,931
3,0.7,0.9,3,Technical,Technical,True,11.78027300001122,931
3,0.7,0.9,4,HR,Finance,False,11.78027300001122,931
3,0.7,0.9,5,Finance,Finance,True,11.78027300001122,931
3,0.7,0.9,6,Technical,Technical,True,11.78027300001122,931
3,0.7,0.9,7,HR,HR,True,11.78027300001122,931
3,0.7,0.9,8,Finance,Finance,True,11.78027300001122,931
3,0.7,0.9,9,Technical,Technical,True,11.78027300001122,931
3,0.7,0.9,10,HR,HR,True,11.78027300001122,931
4,0.7,0.9,1,HR,Technical,False,7.545798500010278,533
4,0.7,0.9,2,Finance,Finance,True,7.545798500010278,533
4,0.7,0.9,3,Technical,Technical,True,7.545798500010278,533
4,0.7,0.9,4,HR,Finance,False,7.545798500010278,533
4,0.7,0.9,5,Finance,Finance,True,7.545798500010278,533
4,0.7,0.9,6,Technical,Technical,True,7.545798500010278,533
4,0.7,0.9,7,HR,HR,True,7.545798500010278,533
4,0.7,0.9,8,Finance,Finance,True,7.545798500010278,533
4,0.7,0.9,9,Technical,Technical,True,7.545798500010278,533
4,0.7,0.9,10,HR,HR,True,7.545798500010278,533
5,0.7,0.9,1,HR,HR,True,13.18649600003846,1067
5,0.7,0.9,2,Finance,Finance,True,13.18649600003846,1067
5,0.7,0.9,3,Technical,Technical,True,13.18649600003846,1067
5,0.7,0.9,4,HR,Finance,False,13.18649600003846,1067
5,0.7,0.9,5,Finance,Technical,False,13.18649600003846,1067
5,0.7,0.9,6,Technical,Technical,True,13.18649600003846,1067
5,0.7,0.9,7,HR,HR,True,13.18649600003846,1067
5,0.7,0.9,8,Finance,Finance,True,13.18649600003846,1067
5,0.7,0.9,9,Technical,Technical,True,13.18649600003846,1067
5,0.7,0.9,10,HR,HR,True,13.18649600003846,1067
1,0.7,1.0,1,HR,Technical,False,9.381393799965736,699
1,0.7,1.0,2,Finance,Finance,True,9.381393799965736,699
1,0.7,1.0,3,Technical,Technical,True,9.381393799965736,699
1,0.7,1.0,4,HR,Finance,False,9.381393799965736,699
1,0.7,1.0,5,Finance,Finance,True,9.381393799965736,699
1,0.7,1.0,6,Technical,Technical,True,9.381393799965736,699
1,0.7,1.0,7,HR,HR,True,9.381393799965736,699
1,0.7,1.0,8,Finance,Finance,True,9.381393799965736,699
1,0.7,1.0,9,Technical,Technical,True,9.381393799965736,699
1,0.7,1.0,10,HR,HR,True,9.381393799965736,699
2,0.7,1.0,1,HR,Technical,False,12.514645599992946,1000
2,0.7,1.0,2,Finance,Finance,True,12.514645599992946,1000
2,0.7,1.0,3,Technical,Technical,True,12.514645599992946,1000
2,0.7,1.0,4,HR,Finance,False,12.514645599992946,1000
2,0.7,1.0,5,Finance,Finance,True,12.514645599992946,1000
2,0.7,1.0,6,Technical,Technical,True,12.514645599992946,1000
2,0.7,1.0,7,HR,HR,True,12.514645599992946,1000
2,0.7,1.0,8,Finance,Finance,True,12.514645599992946,1000
2,0.7,1.0,9,Technical,Technical,True,12.514645599992946,1000
2,0.7,1.0,10,HR,HR,True,12.514645599992946,1000
3,0.7,1.0,1,HR,HR,True,10.12646419997327,767
3,0.7,1.0,2,Finance,Finance,True,10.12646419997327,767
3,0.7,1.0,3,Technical,Technical,True,10.12646419997327,767
3,0.7,1.0,4,HR,Finance,False,10.12646419997327,767
3,0.7,1.0,5,Finance,Technical,False,10.12646419997327,767
3,0.7,1.0,6,Technical,Technical,True,10.12646419997327,767
3,0.7,1.0,7,HR,HR,True,10.12646419997327,767
3,0.7,1.0,8,Finance,Finance,True,10.12646419997327,767
3,0.7,1.0,9,Technical,Technical,True,10.12646419997327,767
3,0.7,1.0,10,HR,HR,True,10.12646419997327,767
4,0.7,1.0,1,HR,Technical,False,7.7849597000167705,556
4,0.7,1.0,2,Finance,Finance,True,7.7849597000167705,556
4,0.7,1.0,3,Technical,Technical,True,7.7849597000167705,556
4,0.7,1.0,4,HR,Finance,False,7.7849597000167705,556
4,0.7,1.0,5,Finance,Finance,True,7.7849597000167705,556
4,0.7,1.0,6,Technical,Technical,True,7.7849597000167705,556
4,0.7,1.0,7,HR,HR,True,7.7849597000167705,556
4,0.7,1.0,8,Finance,Finance,True,7.7849597000167705,556
4,0.7,1.0,9,Technical,Technical,True,7.7849597000167705,556
4,0.7,1.0,10,HR,HR,True,7.7849597000167705,556
5,0.7,1.0,1,HR,HR,True,8.105486099957488,581
